reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReviewText,overall_new
A1YCK9VVFC0RBC,B0096RLNKY,1,-1,2,"Best album since Dog & Butterfly, 5 stars, best since 1980s Bebe Le Strange, Harks back to the old classics, etc.  Give me a break!  Had this album been released in the 70's, it would have been reviled!  Remember when that happened to Magazine and in spite of the disappointments, Magazine is a FAR greater album than Fanatic. There are some good songs on the new CD but a lot of it is bland, experimental, and just plain average. You have to go all the way back to Brigade in 1990 if you wan't to talk a truly great Heart CD! This is NOTTTTT a great Heart CD, raving fans on here are WAYYYY to easy to please giving reviews like this for this album.  Like what are you even hearing?  Go back and listen to their 70's and 80's albums before the long layoff.  Heart since that decade long layoff has NEVER been the same!","Best album since Dog & Butterfly , 5 stars , best since 1980s Bebe Le Strange , Harks back to the old classics , etc .   Give me a break ! Had this album been released in the 70 's , it would have been reviled ! and in spite of the disappointments , Magazine is a FAR greater album than Fanatic . There are some good songs on the new CD but a lot of it is bland , experimental , You have to go all the way back to Brigade in 1990 if you wan't to talk a truly great Heart CD ! This is NOTTTTT a great Heart CD , raving fans on here are WAYYYY to easy to please giving reviews like this for this album . Like what are you even hearing ? and 80 's albums before the long layoff . that decade long layoff has NEVER been the same !",2.000000
A12AVR3WJ4TS9R,B00AHXDKO8,-1,1,5,ignore the gal  she had no choice but to move on.  If regrets come way too late the gal will never return.,ignore the gal   she had no choice If regrets come way too late the gal will never return .,5.000000
A3ARWXNPHVQP1B,B001VFUO5Y,1,-1,3,I like the song. It is very sweet but it's not something that would make me want to get up and dance and enjoy life. It's a song to listen to when you want to think about the one you love.,I like the song . It is very sweet that would make me want to get up and enjoy life . when you want to think about the one you love .,4.000000
AVUODZZZB0O6C,B00136LHZ2,-1,1,5,Lost but not forgotten,Lost but not forgotten,5.000000
AF5ANUJ6M96YH,B00HFWYA3E,-1,1,5,would buy it aging,would buy it aging,5.000000
AOVSEHSXJA0BJ,B00136RH8S,-1,1,5,memories of bygone days,memories of bygone days,5.000000
A3MVKDM4FH48N5,B001KQFZWQ,1,-1,2,GIFT PURCHASE,GIFT PURCHASE,4.000000
A2N4DA6L54YN99,B0013F2AL8,1,-1,3,"Not my favorite version of this song, but True to Willie Nelson style and sound.  It is  one I listen to often.  Twenty words yet?","Not my favorite version of this song , but True to Willie Nelson style",3.000000
A5CBZAL2RFTC3,B0013F2AL8,1,-1,3,ok,ok,3.000000
A2Z1PQ0GCR25GU,B0034KJBVM,1,-1,3,Bought this because Amazon has the best prices. I did not want to purchase the entire disk just certain songs so this worked out for me.,because Amazon has the best prices . I did not want to purchase the entire disk just certain songs so this worked out for me .,3.000000
A1PMO5IFFRHA7R,B001B65PAC,-1,1,5,"Can rate this exactly because it is my daughter's purchase, but if there were problems I would have heard about it.",but if there were problems I would have heard about it .,5.000000
A1OKPC1K12YZEP,B002B2U6TU,-1,1,5,"Great tune!  I like being able to download MP3s on Amazon but I'm disappointed that some songs play fine and others the volume is much too quiet, or in the rare case, too loud. I miss the fact most of the songs used to be $0.99 and now they are mostly $1.29 too.","Great tune ! I like being able to download MP3s on Amazon but I am disappointed that some songs play fine and others the volume is much too quiet , or in the rare case , too loud . I miss the fact most of the songs used to be $ 0.99",5.000000
ATWAETVUCWZ5T,B0017TAR88,-1,1,5,"This song reaches out to me when i've mistakenly begun to try to fix the world all by myself and, of course, failed!","This song reaches out to me when i have mistakenly begun to try to fix the world all by myself and , of course , failed !",5.000000
ADJN47U9ADUK2,B002TA4MSU,-1,1,5,"Fame is a monster if you aren't a good steward of your popularity. She's looking like a cheese-headed ninja here, but I always make fun of cool people I don't fit in with. I never went clubbing, where all the cool kids got to listen to her.","Fame is a monster if you are not a good steward of your popularity . She is looking like a cheese - headed ninja here , but I always make fun of cool people I do not fit in with . where all the cool kids got to listen to her .",5.000000
A13QO6SIAAJJXZ,B004AC3HMC,1,-1,3,Great music.,Great music .,4.000000
A4OSXRZR2BMX8,B0058PEPYE,-1,1,4,"I first became aware of Washed Out (a.k.a. musician Ernest Greene) because of the use of the W.O. song ""Feel It All Around"" as the theme song for the TV show Portlandia. Mr. Greene does produce an excellent brand of synthesizer-based rock/pop. The Washed Out songs create a mood of floating along atop the clouds, a feeling certainly promoted by ""Amor Fati."" I can't add much to Kort's very good review of this song, but I will suggest one more band this song reminds me of, '80s synth trio The Thompson Twins.","Mr. Greene does produce an excellent brand of synthesizer - based rock / pop . The Washed Out songs create a mood of floating along atop the clouds , a feeling certainly promoted by "" Amor Fati . "" I can not add much to Kort 's very good review of this song ,",4.000000
A1IQTY6MQP0WR1,B0011Z8OFG,-1,1,5,song,song,5.000000
ANU0PIE1JVNK8,B002UXI3JA,1,-1,3,no review,no review,4.000000
A6ZKAHCONUHX5,B0011Z74IO,-1,1,5,"Homosexuality, AIDS/HIV, Love, Struggles, Music, Friendships, Relationships, Tears, Laughter, Companionship, and, of course, Rent (the monthly crap payment due to my and your landlords is what this song ""Seasons of Love"" and the movie ""Rent"" is all about. I must admit that the movie ""Rent"" was entertaining but dragged on with a lot of singing and emotions. However, the 1 memorable thing about the movie was this song ""Seasons of Love"". Although the song is only a few minutes long, we should listen to the message and story, and consider and think about it for 525,600 minutes...","Homosexuality , AIDS / HIV , Love , Struggles , Music , Friendships , Relationships , Tears , Laughter , Companionship , and , of course , Rent ( the monthly crap payment due to my and your landlords is what this song "" Seasons of Love "" I must admit that the movie "" Rent "" was entertaining but dragged on with a lot of singing However , the 1 memorable thing about the movie was this song "" Seasons of Love "" .",5.000000
AWQ0342H9RASL,B001NS1Z1G,-1,1,5,"Video killed the radio star? Not for me. Video created the radio star. Listening to the song on radio was one dimensional and flat. I saw it on the video and noticed that every member had a part to this song. It wasn't about the singer only, or the guitarist. I was the whole band as one band kicking ass on every note and lyric. Just a heart pumping, adrenaline inducing high of rock music. What is there now? Coldplay (ripping off Satriani), Maroon 5, Bruno Mars, Lady Ga Ga (guy guy), Ke$ha with a dollar sign? Where is that kicken' rock and roll sound?","Video killed the radio star ? Video created the radio star . I was the whole band as one band kicking ass on every note Coldplay ( ripping off Satriani ) , Maroon 5 , Bruno Mars , Lady Ga Ga ( guy guy ) , Ke$ha with a dollar sign ?",5.000000
A3TDWR2G5MSTM2,B00137YQVI,-1,1,5,"darkness at the break of noon, shadows even the silver spoon, the hand - made blade the child's balloon, eclipses both the sun & moon
to understand you know too soon there is no sense in trying. - death overshadowing all existence, frightening beyond belief, especially since
the senses can't even fathom existence.....thus begins this very disturbing and awesome song.","to understand you know too soon there is no sense in trying . - death overshadowing all existence , frightening beyond belief , especially since thus begins this very disturbing and awesome song .",5.000000
ATDC0FYLZ07T1,B005E64L3C,-1,1,5,"When it's polluted outside, I use the treadmill. This is one of several songs I put on my ""trancy pants"" list that allows me to simply get lost and lose track of time -- which is great, because the treadmill is so damned boring. My mind starts free-associating, and I get some creative work done.

It's not really what I regard as music, but it's very enjoyable.","When it is polluted outside , I use the treadmill . that allows me to simply get lost and lose track of time -- which is great , because the treadmill is so damned boring . My mind starts free - associating , and I get some creative work done . It is not really what I regard as music , but it is very enjoyable .",5.000000
A2Z0AJ0UX2JFSK,B00137II3A,-1,1,4,"Great song. Wish the ""writers"" would STOP USING insinuative OR OTHERWISE ABUSIVE LANGUAGE!!  Nothing puts the listeners out of a mood than bad language!!!","Great song . Wish the "" writers "" would STOP USING insinuative OTHERWISE ABUSIVE LANGUAGE ! ! Nothing puts the listeners out of a mood than bad language ! ! !",4.000000
A16C2QR4B4A9WH,B00137MIJU,1,-1,3,House and pickett fence? Does this ever really happen? 12 kids? Save them roalty checks! Uncle Sam takes his cut of the top!,Save them roalty checks ! Uncle Sam takes his cut of the top !,4.000000
A3IPB87ORLH4PA,B003SAILXM,-1,1,5,"I was never a huge fan of the movie, however I really did like the soundtrack.  I especially like Tia Carrere's voice and the songs she performed for it.","I was never a huge fan of the movie , however I really did like the soundtrack . I especially like Tia Carrere 's voice",5.000000
